ID,RegionName,NVotes,Leave,Residents,Households,MeanAge,AdultMeanAge,Age_0to4,Age_5to7,Age_8to9,Age_10to14,Age_15,Age_16to17,Age_18to19,Age_20to24,Age_25to29,Age_30to44,Age_45to59,Age_60to64,Age_65to74,Age_75to84,Age_85to89,Age_90plus,White,Black,Asian,Indian,Pakistani,Owned,OwnedOutright,SocialRent,PrivateRent,NoQuals,L4Quals_plus,Students,Unemp,UnempRate_EA,HigherOccup,Density,Deprived,MultiDepriv
628,North West,6707,4061,10517,4534,39.8,48.2,5.6,3.1,2.2,6.4,1.3,2.7,2.5,5.9,6.6,20,21.4,6,9.3,5.2,1.2,0.6,95.8,1.6,2.2,0.2,0.8,76.9,27.2,10.7,11.1,27.1,15.7,3.6,3.8,5.2,26.7,25.1,59.2,26.5
629,East of England,5751,3369,9253,3937,45.1,53.5,4.8,2.9,2,5.6,1.2,2.6,2,4.4,4.3,16.8,20.5,7.7,12.1,9.2,2.9,1.1,93.8,1.7,3.8,1.5,0.5,85.8,39.7,0.8,12.4,20.5,26.5,2.2,3.2,4.7,41.9,34.6,53.4,18.9
630,North East,5352,3094,11033,4581,41.5,49.5,5.6,3.1,2.1,5.2,1.3,2.3,2.9,6.7,5.9,19.2,19.9,6,9.5,7.7,1.7,1,89.2,1.1,9.1,1.2,1,75.2,29.8,9.9,14,25.3,23.4,6.5,4.7,7,29.5,52.1,59.9,26.5
631,East of England,3837,1116,9108,3902,38.1,44.7,6.4,2.7,1.7,4.3,0.9,1.9,2.5,9.4,10.9,23.2,16.6,5,6.4,5.5,1.7,0.9,82.3,3.1,12.5,1.4,0.4,46.7,23.1,27.4,23.9,18.1,42.6,11,4.4,6.2,42.1,62.5,56.2,23
632,South East,2397,1350,2864,1108,43.1,51.6,4.3,2.6,2,5.8,1.9,3.8,3.2,4,4.7,16,23.5,7.8,10.7,6.6,1.5,1.4,96.7,0.8,1.9,0.2,0,74.4,32.5,11.1,11.2,22.5,24.9,3.2,2.7,4,37.6,2.4,51.5,18.6
633,South East,2804,1689,5240,1675,37,42.8,4.1,2.9,1.5,4.8,1.3,2.7,3.4,13.2,9.8,20.4,19.4,4.3,7,4,0.8,0.4,97,1.1,1.5,0.2,0,63.3,23.4,8.2,26.5,13.7,20.5,2,2.3,2.7,35.7,26.4,50.2,16.6
634,West Midlands,9895,7038,25439,10175,35.5,46.2,8.2,4.8,2.7,7.7,1.6,3.3,3.1,6.6,6.6,19.6,18,4.5,7,4.6,1.1,0.6,79.5,12.3,6.9,1.9,1.8,49,14.5,35.9,13,39.6,12.1,4.4,9.5,15,17.4,60.8,75,44
635,South West,2662,1432,4111,1815,39.6,48.3,6.5,3.4,2.2,6.2,1.1,2.2,2.5,6.3,6.3,19.9,20.5,6.8,8.1,5.7,1.6,0.6,97.6,0.9,1.3,0.3,0,55.7,20.7,35,7.8,27.2,20.4,2.3,6.1,8.5,27,6.9,65.6,28.6
636,London,5667,2841,14415,5364,35.2,45.2,7.9,4.5,2.9,7.2,1.2,3.1,2.7,6.8,7.5,21.4,18.8,4,6.2,3.9,1.2,0.7,49.1,28.8,13.1,3.1,0.6,56.3,19.6,15.9,25.9,28.5,20.9,7.4,6.4,9.8,23.8,51.4,72,36.1
637,South East,8901,1638,14973,6524,35.5,42.5,6.1,3.5,2.4,5.6,0.9,1.9,2.1,8.4,9.3,28.1,19.2,4,3.9,2.8,1.1,0.5,91,2.3,5,1,0.2,63.8,19.2,4.4,29.6,9.1,53.1,9.1,3.1,3.9,56.3,92,45.4,16.3
638,West Midlands,7545,4317,11993,5059,41.2,49.7,5.6,3.1,2.2,5.8,1.3,2.8,2.2,5.7,6.2,19.2,21,5.8,9.8,6.9,1.6,0.9,88.5,2,8.6,4.2,2.3,83.2,31.6,5.3,10.7,23.4,24.7,3.2,3.7,5.1,34.6,44.8,54.9,23.6
639,East of England,3800,1574,6642,2693,39.5,48.2,7.1,3.6,2,5.2,1.2,2.6,1.8,5.8,7.3,22.4,18.3,5.7,8,6.6,1.6,0.8,78.9,4.5,14.3,2,2,64.7,27.6,22.7,11.5,17.3,38.6,4.2,4.1,5.7,46,28.8,51.6,20.4
640,North West,2613,1475,5607,2369,39.9,48.3,4.5,3.6,2.2,6.6,1.4,3.3,2.8,5.9,6.5,19.9,21.8,5.4,8.4,5,1.6,1,97.9,0.7,1.3,0.1,0.1,84,28.5,2.7,12.3,19,23.4,2.5,4.1,5.6,31.7,46.9,54.2,23.4
641,West Midlands,7839,4393,11890,5038,44.5,52.8,4.5,3,1.8,6,1.3,2.4,2.2,4.4,3.9,17.2,22,8.3,12.3,7.4,2.2,1,96.9,0.9,1.7,0.9,0.3,83.5,38.2,9.5,6,23,30.3,3.2,3.5,5.1,41.3,21.4,52.4,22.1
642,London,5786,2001,14109,5530,36,42.7,6.7,3.2,1.6,4.8,1,2,2.1,7.9,12.1,26.4,17.4,4.1,5.7,3.8,0.8,0.3,61.4,12.7,18,7.7,1.3,54.4,22.8,10.3,33.6,16.7,36.3,7.5,5.6,7.5,36.8,97.4,63,29.4
643,London,4607,1730,14699,5465,33.7,40.3,6.9,3.5,1.9,4.9,1,2.1,1.9,9.4,12.7,29.8,14.5,3,4.8,2.8,0.6,0.3,54.3,23.9,14,2.5,0.9,33.7,13.6,23.8,39.5,20.4,35.2,10.3,6.2,8.9,32.3,137.4,70.7,36.3
644,East of England,2961,1661,3284,1408,41.6,50.2,7.1,3.3,2,4.9,0.8,2,1.7,5.6,6.8,19,19.9,7.4,10.9,5.6,2.3,0.8,91.8,3.5,3.8,2.1,0.7,72.7,30.5,16.4,5.8,21.4,28.4,2.2,3.8,5.2,37.7,2.7,51.1,18.9
645,London,8467,3898,15185,6556,38.9,47.6,7.4,3.6,2.1,5.5,1,2.2,1.8,5.2,6.8,24.4,19.3,5.8,7,5.2,1.5,1,80.7,10.2,6.9,2.3,0.3,67.6,23.8,15.2,15.8,18.6,34.1,3.4,4.5,6.1,43.7,38.9,53.1,22
646,North East,6880,3991,10296,4402,40.1,47.5,5.2,2.8,2.2,5.5,1.1,2.2,2.5,6,6.3,20,25.5,8.6,7.8,3.5,0.6,0.2,97.2,0.6,2,0.7,0.1,74.9,23.8,17.1,7,19.1,24.7,3.3,4.2,5.8,32.2,29.1,52.2,21.8
647,London,6934,2629,16608,6598,34,44.1,8.7,4.5,2.9,7.4,1.5,3.2,2.8,6.6,6.5,22.9,20.1,3.9,5.1,3.1,0.6,0.3,32.9,48.2,15,4.2,3.5,53.5,14.6,19,25.7,18.7,28.3,8.1,7.3,10.1,31.2,101.3,63.6,28.9
648,North West,8460,2936,14024,6028,39.8,48.2,6.1,3.3,2.2,5.9,1.1,2.7,2,5,6,22.5,21.6,6.2,7.9,5.4,1.4,0.5,82.8,2.1,13.1,2.4,7.1,81.1,31.3,5.5,12.3,15.1,41.8,4.1,3.4,4.6,48.1,37.1,46.5,17.4
649,East Midlands,7560,2769,15478,6679,38.3,45.4,6,3.1,2,5.1,1,2,2.3,7.3,8.8,25.3,18.9,5,6.1,4.7,1.5,0.9,79.4,10.3,8.5,2.4,3,59,21.5,17.9,21.8,22.1,35,4.6,5.5,7.7,37.8,49.7,55.2,24.9
650,London,9562,4377,10454,3944,39.8,49.7,6.7,4.3,2.6,6.1,1.3,2.8,2,4.1,5,21.2,20.6,5.9,9.1,5.8,1.6,0.6,59.4,4.1,34.2,19,2.5,81.8,32,5.3,11.9,11.4,47.5,4.1,3.2,4.4,53.4,45.5,43.6,13.6
651,London,4493,1796,10135,3585,40.1,48.5,5.6,3.1,2.3,5.7,1.3,2.9,2.3,6,6.4,20.2,21.1,6.6,8.5,5.8,1.5,0.6,47.4,6.4,43.1,26.6,3.4,80.1,32.7,3.2,15.2,12.9,43.6,5.6,3.3,4.6,49.2,31.5,48.8,15.9
652,South East,3901,2234,7840,3272,42.4,51.9,5.3,3.6,2,7.3,1.2,2.6,2,3.6,3.1,18.5,24.1,7.9,10.8,5.9,1.3,0.8,97.7,0.7,1.2,0.1,0,74.4,29.2,10.9,12.3,23.5,28.2,1.9,2.6,3.7,39,1.3,54.5,22.1
653,North West,2116,1052,2119,843,39.6,48.7,5.5,3.6,2.7,6.5,1.5,3.1,2.4,5.5,4.4,20,22.1,7.8,9,4.6,1.1,0.2,98.6,0.1,0.8,0.2,0,89.6,33.8,1.4,7.8,16.4,25.4,2.2,1.6,2,31.7,42,46.5,13.1
654,North West,8183,3266,12328,5052,44.8,53.6,4.9,3,2.2,5.7,1.4,2.5,2.1,4,3.2,15.9,23.4,8.3,12.6,7.7,1.9,1.1,97.6,0.7,1.3,0.2,0.1,88.1,41.6,4.2,6.9,14.7,43.1,2.6,2.4,3.5,51.4,5.4,43.7,13.8
655,Yorkshire and The Humber,8391,3099,14871,6411,45.1,54.8,5.2,3.3,2.4,6.3,1.3,2.6,1.8,3.3,3.4,16.9,21.4,6.9,11,9.1,3.3,1.9,97.3,0.6,1.7,0.4,0.2,82.2,38.3,5,11.4,13.8,50.1,2.4,2.2,3.1,57,8,42.1,12.7
656,West Midlands,7732,5395,12634,5242,41.9,49.8,5.1,3.6,2.1,5.4,1,2.1,2.3,5.2,5.9,21,18.5,7,13.5,5.5,1.1,0.7,97.5,0.9,1.3,0.5,0.2,83,34.2,9.1,7.2,26.9,19.6,2.8,3.9,5.6,29.6,44.4,57.3,23.4
657,Yorkshire and The Humber,3386,2465,7786,3696,35.4,44,8.9,3.8,2.2,5.1,1.1,2.4,2.8,9.1,10,20.4,17.8,4.8,5.9,4.1,1.1,0.5,96.3,1.2,2.1,0.3,0.2,49.4,16,11.4,38.2,34.8,9.9,3.6,10.8,15.5,13.6,21.9,72,36.6
658,North West,1624,1003,4442,2063,39.8,47.8,6.1,3.7,1.8,5.2,1,2.4,2.5,6.9,6.8,19.7,21.8,6.3,8.7,5,1.7,0.5,89.3,0.5,9.8,0.2,6.3,64.8,28.6,13.2,20.7,26.4,21.3,3.2,5.3,8.1,26,10.8,64,34.5
659,London,6332,2751,17562,6133,33.3,43.2,9.2,4.3,2.8,7.3,1.4,3.2,2.6,7.7,8,22.5,18.2,3.3,5.3,3.4,0.6,0.2,23.5,34,38.3,15.8,8.5,53.2,17.7,14.8,29,17.9,27.3,9.6,6.3,9.2,27.8,91.2,68.2,30.7
660,West Midlands,2005,1167,2288,834,39.4,47.9,5.3,3.2,2.3,7.1,1.2,2.9,2.5,6.6,4.5,18.1,26.6,7.7,7.5,3.3,0.9,0.3,89.9,2.1,6.4,4.3,0.2,90.2,32.6,1.5,7.9,12,31.3,3.7,2.5,3.3,42.5,39.2,39.8,11.6
661,London,4039,1994,12339,3912,35.2,43.4,7.3,3.8,2.3,6,1.5,2.4,2,8.1,10.6,24.1,16.6,4.3,5.8,3.7,0.9,0.4,23.4,5.9,64.7,38,10.9,56,20.3,16,26,17.3,32,9.6,5.2,7.5,28.7,75.1,69.1,31.5
662,Yorkshire and The Humber,5076,3713,9869,4209,40.4,48.8,5.2,3.3,1.9,6.6,1.3,2.9,2.7,5.9,5.8,18.1,22.6,7.9,9.8,4.4,1.1,0.4,98.4,0.5,0.7,0.1,0,75.5,25.3,13.5,10.1,30.1,14.7,3,5.3,7.7,22.2,20.6,60.4,28.1
663,East of England,5014,1577,8524,3820,36.3,43.6,7.1,3.1,1.9,5.2,1,2.1,1.8,6.6,11,27.4,18,3.8,5.2,4.1,1,0.5,79.3,5.9,12.9,5.9,1,65.1,21,10.2,22,13.1,43.7,3.7,4.2,5.2,49,22.9,46.3,15.8
664,South West,3955,1740,11195,3710,29,30.5,2.2,0.9,0.6,1.7,0.3,0.8,14.9,41.3,9.5,11.6,7.8,2.3,2.8,2.1,0.8,0.5,90,2.4,5.7,1,0.4,20.9,8.6,8.4,69.8,8.5,21.2,58,2.5,5.3,30.9,131.7,60.8,23.2
665,Yorkshire and The Humber,6552,3253,12765,5508,40.8,49.4,6,3.5,2.2,5.8,1.1,2.4,2.1,5.1,6.7,21,19.9,6,8.4,6.5,2,1.1,84,1.1,14.1,2.8,9.1,77.6,31.7,3.6,17.6,17.2,35.6,3.4,3.3,4.6,44.9,35.3,49.6,17.8
666,South West,7694,4592,12909,5265,43.5,52.7,5.4,3.2,2.1,6.1,1.3,2.8,2.1,4,3.8,19.1,19.6,7.5,12.1,7.4,2.2,1.3,98.7,0.5,0.7,0.2,0,85.6,34.7,4.3,8.9,20.2,23.4,2.8,2,2.9,34.4,24.1,51.8,18.2
667,West Midlands,13156,8151,25814,11417,39.3,48.2,6.5,3.7,2.1,6,1.4,2.6,2.8,6.8,6,19.6,19.9,5.9,8.7,5.6,1.6,0.8,88.8,6.4,3.7,0.9,0.5,64.2,24.4,22.8,10.6,27.9,19.4,3.8,6.4,9.2,28.4,48,64,31
668,London,10746,5351,14946,5738,42,51.7,5,3.1,2.4,7.7,1.6,3.2,2.3,5.3,3.6,16.4,23,6.8,9.2,7.2,2.3,1,89.4,3.9,5.5,1.9,0.3,88.9,34.1,2.7,7.2,15.2,32.5,3.1,2.5,3.5,46.5,34.7,45.5,14.8
669,Yorkshire and The Humber,6674,4352,11009,4651,43.5,51.8,4.5,3.4,2.1,5.6,1.1,2.6,2.1,4.6,4.1,18.5,20.9,9.1,13.2,6.3,1.4,0.5,98.7,0.4,0.8,0.2,0.1,84.4,38,7.9,7,23.1,24,2.2,3.3,5,34,5.9,54.1,21.4
670,South East,6754,4511,17928,6954,32.4,40.5,8.2,4,2.3,6.4,1.3,2.8,6.6,11.5,8.1,20.7,15.8,3.7,4.8,2.8,0.7,0.4,84,6.8,7.4,3.4,1.1,47.7,12.5,20.1,29.5,22.2,16,14.8,5.9,8.9,23,63.8,63.7,29.2
671,London,5962,1802,14619,5738,36.5,45.6,7.5,4,2.6,6.4,1.2,2.6,1.8,5.8,8.4,23.6,19.2,5,6.2,4,1.1,0.7,63.1,12.6,16.7,5.7,1.9,54.2,20.9,21.5,22.3,13.1,46.2,6.2,4.9,7,48.5,67.1,54.6,23.3
672,London,2698,1743,5131,2091,43.2,52.2,5.7,3.6,2.1,5.9,1.1,2.2,2,4.2,4.2,17.1,21.8,8.3,12.5,7.5,1.3,0.5,95.2,2.3,1.8,0.4,0.2,82.8,37.4,5,10.3,21.9,26.9,2.4,2.5,3.6,39.7,1.9,52.1,18
673,North West,4879,3187,12079,4998,35.5,45.3,8.4,4.3,2.7,6.5,1.4,2.7,2.4,7,7.6,21.3,18.8,5.3,6,3.7,1.2,0.5,75.7,2.8,21.1,0.6,17.2,65.1,21.8,18.2,14.6,31.6,14.7,3.6,6.7,9.9,20.9,54,66.2,33.6
674,West Midlands,11767,6523,30914,11370,33.5,44.2,9.4,5.3,3.1,7.4,1.4,2.8,2.5,6.8,8.3,21.7,16.4,3.8,5.9,3.9,0.8,0.4,52.1,8.2,36.6,4.4,21,61.4,20.5,17.3,19,33.1,16,5.2,8,12.3,19,44.3,70.3,36.6
675,West Midlands,6081,4678,12206,5053,40.8,50.4,6.2,3.6,2.4,6.6,1.4,2.6,2.5,6.2,5.6,18.2,17.7,6.2,10.3,7,2.2,1.1,95.6,2.4,1.6,0.5,0.5,53.7,21.6,35.3,9.7,45.8,10,2.5,8.5,13.7,16.4,32.6,75.6,42.6
676,London,6878,1559,11843,5090,35,42.3,6.9,3.2,2.2,5.9,1.1,2.2,1.9,7.8,11.1,26.9,17.5,4.4,5.5,2.6,0.6,0.3,66.3,19.3,8.9,1.4,0.4,33.7,11.3,44.3,20.4,17.9,43.7,7.2,6.3,9.1,44.2,147.3,62.6,30.1
677,London,5049,1498,9715,4589,35.4,39.5,4.3,1.9,1.3,3.3,0.7,1.5,4.1,14.3,13.6,25.4,16.9,4.2,5.2,2.6,0.7,0.2,58,18.6,18.4,2.2,0.7,19,8.5,44.3,33.9,14.5,47.2,17.7,4.9,7.1,51.8,80.5,59.2,23.8
678,London,6052,4603,13600,5461,38.9,48.4,6.2,4,2.5,6.9,1.4,2.9,2.6,6.1,6,19.3,19.7,5.7,8.5,6.4,1.3,0.5,83.6,11.4,4,1.1,0.5,71.2,25.3,17.9,9.9,31.4,14,3.7,5.7,8.1,23.1,22.1,66.4,30.1
679,South East,1820,1167,5094,1918,36.8,46.1,8.1,4,1.9,6,1.2,3.1,2.5,5.7,6.4,21.9,21.3,7,6.9,3,0.7,0.1,88.6,4.8,5.8,1.8,0.5,73.3,19.3,17.8,7.9,17.6,24.7,2.5,3.8,4.9,35.9,20.4,51.7,16.7
680,South East,6312,2754,12732,6258,38,42.2,4,1.9,1.2,3.2,0.8,1.3,2.8,16.3,12.7,22,15.4,4.7,5.5,4.9,2,1.3,85.7,3,8.7,1.7,0.5,43,16.5,6.6,48.5,13.3,39.2,17,3.8,5.4,46.6,82.7,53.1,19.5
681,North East,5659,3285,11652,4994,44.1,51.7,3.8,2.8,1.8,5.9,1.3,2.6,2.5,4.9,4.2,17.8,24.1,6.4,10.8,8.4,1.8,0.8,98.9,0.2,0.6,0.1,0.1,90.9,38,2,6.3,19.4,27.8,4,3,4.3,35.6,39.9,52.8,19.9
682,West Midlands,4026,2370,8455,3559,37.8,45.5,6.6,3.4,2.2,5.3,1,2.3,3.6,13.4,5.4,18.9,15.9,5.4,8.5,5.5,1.8,0.7,96.8,0.9,1.9,0.3,0.4,51.8,20,24.5,21.8,25.3,19.2,14.9,4.7,7,26.8,49.3,61.9,28.7
683,East of England,4624,3033,11176,5108,35.4,43.7,8.2,3.6,2.3,5.3,1,2.5,2.4,8.8,9.5,23.5,17.6,4.5,5.3,3.3,1.4,0.8,88.6,5.6,4.2,0.8,0.4,37,10.2,22.1,39.2,27.5,16.7,4.1,8.7,12.2,25.1,92,69.8,37
684,East Midlands,6530,4385,14005,6274,40.3,49.2,6.8,3.5,2.6,5.2,1.3,2.4,2.6,7,6.9,17.9,19.7,5,6.8,9.7,1.9,0.5,91.6,5,2.8,1.1,0.1,57.6,20.5,28.2,11.2,37.9,11.3,3.7,6.6,9.5,17.6,33.1,71.4,37.9
685,West Midlands,6539,4695,13993,6127,37,45.5,7.8,3.5,2.2,5.4,1.2,2.4,2.6,7.7,8.6,21.9,17.2,5.4,7.4,4.7,1.1,0.6,90.5,2.8,6.3,0.9,3.9,53,18.3,31.8,13.4,33.9,13.4,2.7,8.1,11.6,19.6,31.2,69.6,36.6
686,West Midlands,5983,4073,12507,5226,36.2,46.2,7.9,4.1,2.6,7.3,1.4,3.4,3.1,7.6,6.6,19.4,16.7,6.2,8.4,3.8,1.1,0.4,90.4,7.5,1.5,0.5,0.2,51.3,18,40.4,7.2,37.6,9.4,3.3,8.7,13.2,16.5,57.8,73.3,38.3
687,North West,7386,4133,15451,6900,35.4,45,8,4.2,2.5,6.7,1.8,2.8,3,7.9,8.3,19.7,17.9,4.9,7,4.2,0.9,0.4,96.4,1.3,1.8,0.2,0.1,48.4,16.3,22,28.7,30.9,11.9,3.4,9.2,14.4,17.2,48.4,71.8,40.7
688,London,7143,3243,17148,7136,35.2,44.2,8.1,4.3,2.5,6.1,1.2,2.5,2.3,6.7,8.8,24.9,17.6,3.9,5.3,3.8,1.1,0.7,55.4,23.5,16.8,5.6,1.9,48.2,13.8,26.8,22.6,19.1,30.1,6.2,5.3,7.3,35.4,48.3,62.1,26.1
689,East of England,4437,1968,6530,2604,44.1,53.1,4.9,3.7,1.9,6.1,1.3,2.6,2.3,4.1,3.3,16.7,22.5,7.8,11.7,8.5,1.8,0.9,90.9,1.8,6.4,2.9,0.6,89.4,39.2,1.8,7.8,16.8,34.9,3.1,2.4,3.4,48.5,5.9,48.9,14.4
690,London,6504,2014,14700,6730,33,37.4,5.3,2.5,1.5,3.5,0.6,1.2,6.1,16,13.9,25.6,13.1,2.7,4,2.8,0.7,0.4,65.5,13.9,14.9,3.2,1,19,7.3,50.8,27.9,15.8,45.2,22.6,5.1,7.8,50.9,138.4,67.8,28.3
691,London,5138,1344,9839,4293,34.7,41,8.5,3.2,1.3,3.4,0.6,1.3,0.9,5.7,14.1,35.3,13.8,3.8,3.9,2.9,0.8,0.6,77.8,5.8,13.7,4,1.3,53.6,17,11,33.9,9.2,59.6,3.9,3.1,3.8,63.3,93.9,41.5,14.5
692,London,6579,2761,18730,7058,31.7,41.2,9.8,4.7,2.8,7.1,1.3,2.8,2.5,7.7,9.1,25.7,16.4,3,4,2.4,0.5,0.2,31.4,29,35.1,13.1,5.2,41.1,10.6,26.4,30.1,20.2,26.9,9.1,6.8,9.7,26,72,70.9,33.1
693,London,5240,1587,9778,4194,38.2,46.4,7.8,3.8,2.2,4.3,1,1.7,1.4,4.1,8.4,29.2,17.1,5.2,6.8,4,1.6,1.4,80.2,3.9,13.3,3,1.1,62.9,25.1,9.7,26.3,9.7,54.3,3.6,2.8,3.7,59.3,54.1,44.3,13.6
694,North West,7767,4625,13650,5982,41.7,49.8,5.9,2.9,2,5.5,1.1,2.4,2.2,5.5,5.6,19.9,20.8,7.6,10.5,6.1,1.4,0.7,97.7,1,1.1,0.2,0.2,79.8,30,7.8,10.8,23.4,20.5,2.6,3.5,4.9,31.5,22.3,56.6,24.3
695,East of England,1914,826,2858,1220,38.4,46.9,6,2.7,2.1,7,1.5,3.4,2.2,5,5.1,23.6,25.1,4.7,6.3,4,1.3,0.1,94.3,1.3,3.9,2,0,85.5,22.8,3,10.1,11,36.5,2.7,2.3,2.8,47.7,41.8,37.4,10.9
696,London,6168,3123,16806,5906,33.3,42.2,8.3,4.5,2.5,6.6,1.5,2.6,2.8,9.1,8.2,24,17.9,3.4,4.9,2.8,0.6,0.3,44.6,26.2,26.1,6.6,2.6,45.8,13.7,23.3,29.2,21.6,25.2,11.7,7.6,10.8,24.3,73.4,69.6,34.7
697,East of England,6009,1881,10447,5403,40,44.8,4.2,2.1,1.1,3.6,0.7,1.2,2.4,13.9,10.7,21.2,16.7,5.7,7.3,5.7,2.2,1.3,91.4,2.2,5,1.9,0.2,44.9,21.1,20.8,32.4,14.9,42.1,13.3,3.7,5.3,47.1,54.4,51.6,21.7
698,London,7310,3782,12571,5160,40.5,49,5.8,3.1,2.2,6.3,1.2,2.6,2.3,5.7,4.9,21.5,21.5,6.3,8.5,5.8,1.5,0.7,88.7,4,5.8,1.5,0.2,77.7,27.2,13,8.3,20,31.8,4,3.9,5.3,41.9,50.6,55,22.4
699,Yorkshire and The Humber,8208,5271,15113,6581,43,51.6,5.2,3.4,1.9,5.7,1.5,2.4,2.4,5.1,4.9,16.9,21.9,7.5,11,7.5,1.9,0.8,98,0.6,1.1,0.4,0.2,70.2,30.8,21.6,7,29.5,22.2,2.3,4.5,6.9,29.5,7.5,61.3,29.3
700,West Midlands,7915,3926,13051,5375,38.8,47.1,6,3.6,2.3,5.9,1.1,2.5,2,5.3,6.6,23.4,21.1,7,8.2,3.8,0.7,0.6,85.8,1.5,11.3,7.3,1.6,82.7,29,1.5,14.5,12.1,39.7,3.1,2.8,3.6,52.8,10,40,10.7
701,West Midlands,8180,5405,12613,5262,44.8,53,4.1,3,2.2,5.7,1.4,2.3,1.9,4.6,3.7,17.6,21.3,7.9,13.4,7.8,1.9,1.1,97.6,0.9,1.2,0.5,0.2,89.8,41.8,4,5.6,24.7,25.1,2.4,2.8,4,36.6,25.2,53.5,20.7
702,West Midlands,3215,1425,5329,2268,41,50.3,6.2,3.5,2.4,5.8,1.2,3.1,2.2,4,5.5,21,19.3,6.8,9.8,6.8,1.6,0.8,92.3,0.9,5.9,0.3,4.1,78.7,33.3,6.5,13.7,17.8,37.8,3.4,2.9,4,45.1,28.7,46.4,16.6
703,South East,3383,2305,6630,2650,31.4,42.4,12.3,5.3,2.7,6.8,1.2,2.8,2.6,8.5,8.9,21.7,14.3,3.5,5.5,2.8,0.6,0.4,94.4,2.1,2.7,0.5,0.1,42.3,10.7,46.3,7.4,27.6,14.7,2.4,5.4,7.8,23.7,29,63,31.4
704,Yorkshire and The Humber,5444,2058,20066,5628,29.4,40.3,10.6,5.8,3.8,8.7,1.8,3.2,3.1,8.5,9.9,22.9,11.8,2.6,3.9,2.7,0.5,0.3,14.9,3.5,78.5,4.5,60.3,62.4,32.9,18.1,16.6,40.9,13.4,8.1,8.8,17.1,12.2,59,83.6,51.2
705,Yorkshire and The Humber,6355,3714,11242,5269,42.2,50.2,5.1,3.1,2.1,5.4,1.2,2.2,2.3,5.4,5.7,19.4,21.4,7.2,9.9,6.7,1.7,1.1,96.8,1.2,1.7,0.6,0.3,71.8,28.9,11.3,15.8,23.2,25.1,2.8,4.7,6.5,34.2,9.8,58.9,25.3
706,South East,8047,3097,13708,6385,44.2,51.5,4.4,2.7,1.8,4.6,1.2,2.6,2.1,5.6,5.6,18.8,21.4,7,10.7,7.7,2.4,1.5,90.2,2.4,5.4,1.2,0.2,73.5,34.3,3.2,21.3,15,38.1,5.6,3,4.3,48.1,13.8,50.9,16.7
707,Yorkshire and The Humber,6141,4096,10451,4526,43.3,52,5.1,3,2.2,6,1.4,2.5,2.2,4.7,4.8,17.8,20.5,6.9,11.8,8.1,2.1,0.9,96.7,0.4,2.4,0.7,0.2,84.8,33.1,4.8,9.1,23.8,22.3,2.8,3.5,5.1,31.1,32.6,54.1,22.4
708,West Midlands,6748,5179,12408,5178,39.6,48.7,6.4,3.9,2.2,6.1,1.2,2.7,2.6,5.7,5.7,20.3,19.9,5.7,9.5,6.3,1.1,0.5,92.9,3.1,3.7,2.3,0.4,65.7,26.5,25.7,7.2,36.2,12.4,2.9,6.6,9.7,20.2,39.3,67.1,34.6
709,London,6654,4154,15987,7218,37.9,45.3,7,3.2,1.8,4.8,0.8,1.9,2.1,7.2,10.3,24.7,17.1,5,6.6,5,1.6,0.8,83.6,6.5,8.6,2.8,1.2,63.3,21.8,12.4,22.1,21,26.3,3.6,5,6.7,36.5,57.2,58.6,24.2
710,East of England,4269,2282,7608,3073,40.8,50.6,6.7,3.7,2.2,6.9,1.3,2.3,1.7,3.6,5.4,20.1,20.3,7.4,10.4,5.3,1.9,0.8,91.2,3.4,4.5,2.1,0.2,75.9,29.1,11.5,9.2,17.6,31.7,2.8,2.3,3.2,42.7,1.4,45.1,15.5
711,East Midlands,3591,1641,13376,4935,28.6,31.9,4.5,2.3,1.5,3.3,0.7,1.5,9.9,33.1,8.6,17.9,10.4,2,2.3,1.6,0.3,0.1,58.4,16.1,21.9,3.6,9.3,16.2,5.7,33.5,48.4,16.1,19.1,45.4,6.7,13.3,20.7,78.3,70.3,35
712,Yorkshire and The Humber,5954,3494,13496,5443,38.4,47.4,6.6,3.7,2.6,6.2,1.2,2.6,2.7,7,7.6,20,18.4,5.3,8,5.5,1.5,1.1,68.3,3.4,24.8,1.9,18.9,59.5,25.9,20.1,18.2,31.2,21.6,4,6.6,10.6,26.8,20.9,67,34.2
713,East of England,3302,2412,7755,3321,39,48.5,7.3,3.8,2.3,6.2,1.4,2.6,2.1,6.2,6.6,20.4,19.5,4.2,7.4,7.4,1.6,0.9,91.4,4.4,3.4,0.4,0.5,52.4,17.3,38.6,8.4,30.6,12.7,2.7,5.7,7.8,23.3,51.4,67.5,32.2
714,West Midlands,2484,1806,5765,1997,37.8,44.3,4.4,2.8,1.8,5.6,1.3,2.7,4.9,9.9,6.5,21.3,20.9,5.1,7.6,3.8,1,0.3,89.5,4.8,5.3,1.9,1.5,75.9,25.7,17.1,6.1,25.4,17.1,3.4,4.1,6.4,26,5.3,54.1,22.8
715,Yorkshire and The Humber,7716,5463,15370,6912,40,47.5,5.9,2.8,1.7,4.9,1.3,2.5,2.2,7.2,7.2,20.8,21.4,6.1,9,4.9,1.3,0.7,97.6,1,1.2,0.3,0.3,72.9,27.1,10.2,15.9,32.6,13.6,2,4.2,5.8,21.5,21.8,62.6,30.6
